task_name,instance_num,job_name,task_type,status,start_time,end_time,duration,plan_cpu,plan_mem
19127,13,3030,12,Terminated,52113,52152,39,100,0.5404705821447979
19126,11,3030,12,Terminated,52113,52144,31,100,0.5404705821447979
19447,11,3066,12,Terminated,54833,54871,38,100,0.5404705821447979
19448,13,3066,12,Terminated,54833,54877,44,100,0.5404705821447979
19464,13,3068,10,Terminated,54847,54885,38,100,0.5404705821447979
19465,17,3068,10,Terminated,54847,54891,44,100,0.5404705821447979
19466,19,3068,10,Terminated,54847,54897,50,100,0.5404705821447979
19463,11,3068,10,Terminated,54847,54879,32,100,0.5404705821447979
19827,23,3108,8,Terminated,57690,57711,21,100,1.07058732171977
20120,55,3155,10,Terminated,59480,59502,22,100,1.07058732171977
20370,55,3223,10,Terminated,24019,24129,110,100,0.5404705821447979
20834,29,3346,10,Terminated,27257,27432,175,100,0.275412212357311
21238,10,3466,8,Terminated,1370,1402,32,100,0.5404705821447979
21747,11,3580,3,Terminated,21301,21434,133,100,0.275412212357311
21810,98,3595,3,Terminated,23523,23584,61,100,0.275412212357311
22147,53,3679,12,Terminated,39933,39994,61,100,0.5404705821447979
22150,13,3679,12,Terminated,39933,39976,43,100,0.5404705821447979
22146,14,3679,12,Terminated,39933,39990,57,100,0.5404705821447979
22340,11,3721,3,Terminated,46393,46497,104,100,0.275412212357311
31358,15,5015,10,Terminated,1146,1210,64,100,0.5404705821447979
31357,39,5015,10,Terminated,1146,1209,63,100,0.5404705821447979
31376,15,5017,12,Terminated,1313,1344,31,100,0.5404705821447979
31371,77,5017,12,Terminated,1313,1345,32,100,0.5736028783682341
31372,15,5017,12,Terminated,1313,1341,28,100,0.5736028783682341
31379,35,5018,3,Terminated,1663,1700,37,100,0.5404705821447979
31772,84,5069,12,Terminated,20627,20738,111,100,0.5404705821447979
31774,29,5069,12,Terminated,20627,20768,141,100,0.5404705821447979
31770,85,5069,12,Terminated,20627,20796,169,100,0.5404705821447979
31791,13,5072,3,Terminated,20882,20998,116,100,0.5404705821447979
31795,11,5072,3,Terminated,20882,20948,66,100,0.5404705821447979
32168,62,5130,12,Terminated,9258,9313,55,100,0.5404705821447979
32169,63,5130,12,Terminated,9258,9319,61,100,0.5404705821447979
32210,63,5137,10,Terminated,21892,21942,50,100,0.5404705821447979
32211,63,5137,10,Terminated,21892,21951,59,100,0.5404705821447979
32240,51,5142,8,Terminated,38073,38122,49,100,0.5404705821447979
32241,51,5142,8,Terminated,38073,38130,57,100,0.5404705821447979
32269,18,5152,3,Terminated,34894,35069,175,100,0.275412212357311
32313,69,5165,3,Terminated,4844,4908,64,75,1.8657624310822298
32319,69,5167,12,Terminated,4846,4913,67,75,1.8657624310822298
32322,45,5168,10,Terminated,4857,4917,60,75,1.6007040612947399
32353,21,5178,3,Terminated,5778,5875,97,75,1.33564569150726
32368,21,5183,12,Terminated,5785,5888,103,75,1.33564569150726
32385,21,5188,12,Terminated,5896,5966,70,75,1.33564569150726
32420,12,5200,10,Terminated,21920,21990,70,75,1.6007040612947399
32466,46,5215,8,Terminated,38424,38480,56,75,1.07058732171977
32502,90,5220,8,Terminated,2397,2446,49,100,1.07058732171977
32510,39,5223,10,Terminated,2529,2579,50,100,1.07058732171977
32508,43,5223,10,Terminated,2529,2687,158,100,1.07058732171977
32529,98,5232,8,Terminated,3253,3295,42,100,0.275412212357311
32535,53,5234,12,Terminated,2619,2693,74,100,1.07058732171977
32533,83,5234,12,Terminated,2619,2762,143,100,1.07058732171977
32534,29,5234,12,Terminated,2619,2714,95,100,1.07058732171977
33882,61,5530,3,Terminated,29014,29175,161,100,0.5404705821447979
33883,61,5530,3,Terminated,29014,29203,189,100,0.5404705821447979
36128,39,5896,10,Terminated,22721,22751,30,100,0.5404705821447979
36135,89,5896,10,Terminated,22721,22752,31,100,0.5404705821447979
36129,89,5896,10,Terminated,22721,22751,30,100,0.5404705821447979
36127,97,5896,10,Terminated,22721,22755,34,100,0.5404705821447979
36131,34,5896,10,Terminated,22721,22745,24,100,0.5404705821447979
36791,10,6068,10,Terminated,35884,35990,106,100,0.275412212357311
37531,91,6224,10,Terminated,41352,41385,33,100,0.5404705821447979
37536,46,6224,10,Terminated,41351,41384,33,100,0.5404705821447979
37931,83,6281,3,Terminated,25609,25802,193,100,0.5404705821447979
37933,74,6281,3,Terminated,25609,25786,177,100,0.5404705821447979
40216,11,6774,12,Terminated,54089,54165,76,100,0.5404705821447979
60633,97,9355,8,Terminated,2825,2917,92,100,0.5404705821447979
60905,80,9410,12,Terminated,2718,2888,170,100,0.5404705821447979
61334,83,9500,8,Terminated,5250,5316,66,100,0.5404705821447979
61337,11,9500,8,Terminated,5250,5304,54,100,0.5404705821447979
61336,38,9500,8,Terminated,5250,5272,22,100,0.5404705821447979
61335,32,9500,8,Terminated,5250,5296,46,100,0.5404705821447979
61333,71,9500,8,Terminated,5250,5302,52,100,0.5404705821447979
61478,22,9530,12,Terminated,2133,2160,27,100,0.5404705821447979
62064,61,9582,3,Terminated,7273,7293,20,100,0.5404705821447979
62112,37,9587,12,Terminated,7456,7527,71,100,0.5404705821447979
62113,45,9587,12,Terminated,7456,7528,72,100,0.5404705821447979
62117,49,9587,12,Terminated,7456,7528,72,100,0.5404705821447979
62122,45,9587,12,Terminated,7456,7528,72,100,0.5404705821447979
62669,41,9616,10,Terminated,9218,9266,48,100,0.5404705821447979
62674,41,9616,10,Terminated,9218,9266,48,100,0.5404705821447979
62668,37,9616,10,Terminated,9218,9247,29,100,0.5404705821447979
62691,49,9619,8,Terminated,9285,9332,47,100,0.5404705821447979
62692,31,9619,8,Terminated,9285,9312,27,100,0.5404705821447979
62695,11,9619,8,Terminated,9285,9330,45,100,0.5404705821447979
62696,49,9619,8,Terminated,9285,9332,47,100,0.5404705821447979
63058,99,9691,8,Terminated,37922,37977,55,100,0.5404705821447979
63386,96,9747,8,Terminated,2930,3055,125,100,0.5404705821447979
63442,49,9763,12,Terminated,19531,19589,58,100,0.5404705821447979
63445,19,9763,12,Terminated,19531,19557,26,100,0.5404705821447979
63443,28,9763,12,Terminated,19531,19574,43,100,0.5404705821447979
63446,49,9763,12,Terminated,19531,19601,70,100,1.6007040612947399
64236,34,10258,12,Terminated,41599,41678,79,100,0.275412212357311
64663,90,10346,12,Terminated,18155,18342,187,60,0.5736028783682341
64666,39,10347,12,Terminated,19761,19885,124,75,1.6007040612947399
64727,64,10375,12,Terminated,43238,43376,138,70,1.33564569150726
64729,72,10376,3,Terminated,43239,43327,88,75,1.33564569150726
64745,64,10384,3,Terminated,50453,50568,115,70,1.33564569150726
64751,72,10387,12,Terminated,50511,50684,173,75,1.33564569150726
64900,15,10424,12,Terminated,55047,55079,32,100,0.5404705821447979
64902,13,10424,12,Terminated,55047,55072,25,100,0.5404705821447979
64903,15,10424,12,Terminated,55047,55086,39,100,0.5404705821447979
64905,21,10426,8,Terminated,55148,55169,21,100,0.5404705821447979
64908,21,10426,8,Terminated,55148,55177,29,100,0.5404705821447979
64935,15,10438,8,Terminated,55664,55698,34,100,0.5404705821447979
64937,13,10438,8,Terminated,55664,55691,27,100,0.5404705821447979
64938,15,10438,8,Terminated,55664,55705,41,100,0.5404705821447979
64957,15,10446,10,Terminated,56428,56459,31,100,0.5404705821447979
64958,17,10446,10,Terminated,56428,56473,45,100,0.5404705821447979
64955,17,10446,10,Terminated,56428,56466,38,100,0.5404705821447979
64990,13,10460,8,Terminated,57017,57037,20,100,0.5404705821447979
64993,13,10460,8,Terminated,57017,57043,26,100,0.5404705821447979
65100,13,10503,8,Terminated,59118,59142,24,100,0.5404705821447979
65103,13,10503,8,Terminated,59118,59148,30,100,0.5404705821447979
65118,13,10509,12,Terminated,59364,59394,30,100,0.5404705821447979
65115,13,10509,12,Terminated,59364,59387,23,100,0.5404705821447979
65657,11,10614,10,Terminated,2579,2779,200,75,1.6007040612947399
65792,71,10623,12,Terminated,14191,14290,99,75,1.6007040612947399
65909,31,10632,10,Terminated,33057,33089,32,40,1.6007040612947399
65922,31,10634,3,Terminated,50797,50824,27,40,1.6007040612947399
65923,31,10634,3,Terminated,50797,50830,33,40,1.6007040612947399
66067,21,10677,8,Terminated,37185,37348,163,100,0.5404705821447979
66061,21,10677,8,Terminated,37185,37295,110,100,0.5404705821447979
66679,93,10816,12,Terminated,42139,42220,81,100,0.5736028783682341
66677,95,10816,12,Terminated,42139,42253,114,100,0.5736028783682341
68148,12,11125,10,Terminated,46494,46628,134,100,0.275412212357311
69923,11,11465,12,Terminated,35591,35660,69,100,0.5404705821447979
69921,43,11465,12,Terminated,35591,35682,91,100,0.5404705821447979
69922,32,11465,12,Terminated,35591,35659,68,100,0.5404705821447979
70390,35,11552,10,Terminated,47580,47757,177,100,0.275412212357311
70750,21,11642,12,Terminated,49837,49859,22,100,0.5404705821447979
70753,23,11644,8,Terminated,49838,49864,26,100,0.5404705821447979
70965,27,11678,10,Terminated,51711,51841,130,100,0.5404705821447979
71178,74,11717,3,Terminated,23549,23664,115,100,1.6007040612947399
71213,93,11736,3,Terminated,36643,36668,25,100,0.5404705821447979
71210,97,11736,3,Terminated,36643,36699,56,100,0.5404705821447979
71251,55,11749,8,Terminated,52561,52622,61,100,0.5404705821447979
71406,10,11768,10,Terminated,1161,1197,36,100,0.5404705821447979
71403,61,11768,10,Terminated,1161,1197,36,100,0.5404705821447979
71398,97,11768,10,Terminated,1161,1199,38,100,0.5404705821447979
71588,10,11777,3,Terminated,9992,10037,45,100,0.5404705821447979
71585,81,11777,3,Terminated,9992,10036,44,100,0.5404705821447979
71580,73,11777,3,Terminated,9992,10040,48,100,0.5404705821447979
71602,73,11778,12,Terminated,10922,10961,39,100,0.5404705821447979
71610,10,11778,12,Terminated,10922,10959,37,100,0.5404705821447979
71607,81,11778,12,Terminated,10922,10961,39,100,0.5404705821447979
72111,33,11812,10,Terminated,46000,46038,38,100,0.5404705821447979
72115,10,11812,10,Terminated,46000,46034,34,100,0.5404705821447979
72114,25,11812,10,Terminated,46000,46035,35,100,0.5404705821447979
72278,25,11818,8,Terminated,54105,54143,38,100,0.5404705821447979
72275,33,11818,8,Terminated,54105,54144,39,100,0.5404705821447979
72279,10,11818,8,Terminated,54105,54141,36,100,0.5404705821447979
72384,33,11823,12,Terminated,59495,59529,34,100,0.5404705821447979
72388,10,11823,12,Terminated,59495,59526,31,100,0.5404705821447979
72387,25,11823,12,Terminated,59495,59527,32,100,0.5404705821447979
72692,47,11868,8,Terminated,22107,22303,196,100,0.5404705821447979
72887,51,11896,8,Terminated,27347,27383,36,100,0.5404705821447979
72879,55,11896,8,Terminated,27347,27419,72,100,0.5404705821447979
74278,95,12038,12,Terminated,19755,19807,52,100,0.5404705821447979
74294,83,12038,12,Terminated,19755,19806,51,100,0.5404705821447979
74290,12,12038,12,Terminated,19755,19796,41,100,1.6007040612947399
74277,15,12038,12,Terminated,19755,19796,41,100,0.5404705821447979
74281,33,12038,12,Terminated,19755,19797,42,100,1.6007040612947399
74289,83,12038,12,Terminated,19755,19806,51,100,1.6007040612947399
74405,11,12051,10,Terminated,51427,51475,48,100,1.6007040612947399
74406,15,12051,10,Terminated,51427,51483,56,100,1.6007040612947399
74403,31,12051,10,Terminated,51427,51556,129,100,0.5404705821447979
74404,43,12051,10,Terminated,51427,51557,130,100,0.5404705821447979
74402,15,12051,10,Terminated,51427,51556,129,100,1.6007040612947399
74790,11,12100,8,Terminated,16527,16568,41,100,0.5404705821447979
74787,14,12100,8,Terminated,16527,16640,113,100,0.5404705821447979
76942,11,12508,8,Terminated,25879,25930,51,100,0.275412212357311
77792,11,12575,10,Terminated,40162,40215,53,100,0.275412212357311
77799,11,12577,8,Terminated,40247,40296,49,100,0.275412212357311
80345,72,12916,12,Terminated,3707,3858,151,100,0.5736028783682341
36,19,10,8,Terminated,8077,8260,183,100,0.5404705821447979
32,17,10,8,Terminated,8077,8260,183,100,0.5404705821447979
31,27,10,8,Terminated,8077,8263,186,100,0.5404705821447979
30,19,10,8,Terminated,8077,8260,183,100,0.5404705821447979
29,15,10,8,Terminated,8077,8260,183,100,0.5404705821447979
657,53,112,10,Terminated,52203,52256,53,100,0.5404705821447979
650,17,112,10,Terminated,52203,52365,162,100,0.5404705821447979
709,45,126,10,Terminated,899,991,92,100,0.5404705821447979
711,45,126,10,Terminated,899,992,93,100,0.5404705821447979
710,45,126,10,Terminated,899,991,92,100,0.5404705821447979
1774,19,345,8,Terminated,14216,14355,139,60,1.33564569150726
1830,23,359,3,Terminated,29399,29493,94,55,1.6007040612947399
1905,37,370,8,Terminated,42829,42916,87,100,0.5404705821447979
1906,17,370,8,Terminated,42829,42933,104,100,0.5404705821447979
1903,27,370,8,Terminated,42829,42957,128,100,0.5404705821447979
3119,51,583,3,Terminated,16128,16211,83,100,0.5404705821447979
3133,51,587,8,Terminated,18191,18230,39,100,0.5404705821447979
3149,51,592,3,Terminated,22229,22264,35,100,0.5404705821447979
3233,51,616,8,Terminated,32621,32662,41,100,0.5404705821447979
3418,51,670,10,Terminated,54951,54998,47,100,0.5404705821447979
3447,51,679,10,Terminated,58026,58055,29,100,0.5404705821447979
5171,10,995,3,Terminated,20148,20209,61,100,0.275412212357311
5400,60,997,8,Terminated,1172,1292,120,100,0.5404705821447979
5428,75,997,8,Terminated,1172,1299,127,100,0.5404705821447979
7417,33,1270,8,Terminated,27689,27835,146,100,0.5404705821447979
7418,33,1270,8,Terminated,27689,27881,192,100,0.5404705821447979
8395,18,1468,12,Terminated,14242,14367,125,100,0.5404705821447979
8396,94,1468,12,Terminated,14242,14375,133,100,0.5404705821447979
8628,77,1542,12,Terminated,39144,39260,116,100,0.5404705821447979
10111,13,1842,12,Terminated,14242,14268,26,100,0.5404705821447979
10114,73,1842,12,Terminated,14242,14295,53,100,0.5404705821447979
10109,24,1842,12,Terminated,14242,14275,33,100,0.5404705821447979
10117,73,1842,12,Terminated,14242,14301,59,100,0.5404705821447979
10328,11,1871,8,Terminated,26041,26084,43,100,0.5404705821447979
10329,23,1871,8,Terminated,26041,26087,46,100,0.5404705821447979
10393,21,1880,12,Terminated,40352,40531,179,100,0.5404705821447979
10399,16,1880,12,Terminated,40352,40418,66,100,0.5404705821447979
10510,29,1895,8,Terminated,51371,51414,43,100,0.5404705821447979
10509,19,1895,8,Terminated,51371,51411,40,100,0.5404705821447979
10506,41,1895,8,Terminated,51371,51415,44,100,0.5404705821447979
11096,18,1966,10,Terminated,6255,6283,28,40,0.7832681904071641
11138,11,1972,8,Terminated,29777,29868,91,100,0.5404705821447979
11190,18,1983,3,Terminated,55144,55206,62,55,1.33564569150726
11375,14,2015,3,Terminated,9943,9968,25,100,0.5404705821447979
11569,50,2040,8,Terminated,30741,30789,48,100,0.5404705821447979
11563,51,2040,8,Terminated,30741,30798,57,100,0.5404705821447979
11633,13,2054,12,Terminated,6358,6436,78,100,0.5404705821447979
11634,15,2054,12,Terminated,6358,6436,78,100,0.5404705821447979
11737,13,2080,10,Terminated,32495,32645,150,100,0.5404705821447979
11738,15,2080,10,Terminated,32495,32646,151,100,0.5404705821447979
11810,45,2098,8,Terminated,48668,48759,91,100,0.5404705821447979
11809,43,2098,8,Terminated,48668,48758,90,100,0.5404705821447979
11814,55,2099,3,Terminated,49570,49659,89,100,0.5404705821447979
11813,53,2099,3,Terminated,49570,49656,86,100,0.5404705821447979
11817,31,2100,10,Terminated,50606,50696,90,100,0.5404705821447979
11818,33,2100,10,Terminated,50606,50696,90,100,0.5404705821447979
11834,29,2104,12,Terminated,54082,54182,100,100,0.5404705821447979
11833,27,2104,12,Terminated,54082,54181,99,100,0.5404705821447979
12159,11,2167,3,Terminated,46583,46775,192,100,0.5404705821447979
12776,13,2239,3,Terminated,43271,43298,27,100,0.5404705821447979
12777,15,2239,3,Terminated,43271,43300,29,100,0.5404705821447979
14990,11,2535,12,Terminated,16125,16166,41,100,0.5404705821447979
15106,36,2549,10,Terminated,16981,17060,79,100,1.07058732171977
15107,48,2549,10,Terminated,16981,17156,175,100,1.07058732171977
15135,11,2558,3,Terminated,17070,17102,32,100,0.5404705821447979
15874,11,2638,3,Terminated,23309,23341,32,100,0.5404705821447979
17516,13,2841,10,Terminated,38602,38658,56,100,0.5404705821447979
17515,11,2841,10,Terminated,38602,38650,48,100,0.5404705821447979
17912,15,2885,3,Terminated,42235,42289,54,100,0.5404705821447979
17911,13,2885,3,Terminated,42235,42283,48,100,0.5404705821447979
18107,63,2910,10,Terminated,43332,43366,34,100,1.07058732171977
18511,11,2961,3,Terminated,46916,46963,47,100,0.5404705821447979
18673,11,2980,3,Terminated,48511,48597,86,100,0.5404705821447979
18674,15,2980,3,Terminated,48511,48608,97,100,0.5404705821447979
18675,17,2980,3,Terminated,48511,48617,106,100,0.5404705821447979
18857,11,3000,8,Terminated,50313,50361,48,100,0.5404705821447979
19028,11,3021,12,Terminated,51412,51459,47,100,0.5404705821447979
19150,13,3032,8,Terminated,52107,52160,53,100,0.5404705821447979
19149,11,3032,8,Terminated,52107,52155,48,100,0.5404705821447979
19810,43,3106,12,Terminated,57683,57708,25,100,0.5404705821447979
19809,43,3106,12,Terminated,57683,57707,24,100,0.5404705821447979
19831,85,3109,3,Terminated,57780,57874,94,100,1.07058732171977
19830,66,3109,3,Terminated,57780,57928,148,100,1.07058732171977
19964,90,3134,8,Terminated,58868,59045,177,100,0.275412212357311
20081,11,3149,3,Terminated,59336,59391,55,100,0.5404705821447979
20067,13,3149,3,Terminated,59336,59397,61,100,0.5404705821447979
20068,15,3149,3,Terminated,59336,59404,68,100,0.5404705821447979
20080,10,3149,3,Terminated,59336,59385,49,100,0.5404705821447979
20201,86,3171,3,Terminated,2322,2344,22,100,0.5404705821447979
20202,86,3171,3,Terminated,2322,2345,23,100,0.5404705821447979
20215,86,3173,10,Terminated,2399,2426,27,100,0.5404705821447979
20216,86,3173,10,Terminated,2399,2428,29,100,0.5404705821447979
20249,86,3178,3,Terminated,3404,3428,24,100,0.5404705821447979
20248,86,3178,3,Terminated,3404,3425,21,100,0.5404705821447979
21670,52,3568,3,Terminated,19311,19485,174,100,0.275412212357311
22531,13,3768,3,Terminated,54939,54974,35,100,0.5404705821447979
22528,53,3768,3,Terminated,54939,54973,34,100,0.5404705821447979
22527,14,3768,3,Terminated,54939,54988,49,100,0.5404705821447979
31240,63,5005,10,Terminated,3019,3097,78,100,0.5404705821447979
31241,71,5005,10,Terminated,3019,3103,84,100,0.5404705821447979
31245,63,5005,10,Terminated,3019,3101,82,100,0.5404705821447979
31456,81,5029,3,Terminated,3156,3195,39,100,0.5404705821447979
31455,27,5029,3,Terminated,3156,3195,39,100,0.5404705821447979
31454,80,5029,3,Terminated,3156,3194,38,100,0.5736028783682341
31458,15,5030,12,Terminated,3375,3489,114,100,0.5404705821447979
31457,11,5030,12,Terminated,3375,3475,100,100,0.5404705821447979
31459,11,5030,12,Terminated,3375,3468,93,100,0.5404705821447979
32157,63,5128,8,Terminated,5677,5736,59,100,0.5404705821447979
32156,62,5128,8,Terminated,5677,5729,52,100,0.5404705821447979
32180,62,5132,12,Terminated,12854,12899,45,100,0.5404705821447979
32181,63,5132,12,Terminated,12854,12905,51,100,0.5404705821447979
32192,62,5134,12,Terminated,16453,16502,49,100,0.5404705821447979
32193,63,5134,12,Terminated,16453,16510,57,100,0.5404705821447979
32228,63,5140,8,Terminated,27251,27308,57,100,0.5404705821447979
32229,63,5140,8,Terminated,27251,27316,65,100,0.5404705821447979
32304,69,5162,12,Terminated,4836,4907,71,75,1.8657624310822298
32307,69,5163,10,Terminated,4837,4902,65,75,1.8657624310822298
32377,29,5186,12,Terminated,5820,5888,68,75,1.33564569150726
32396,89,5192,3,Terminated,10993,11105,112,75,1.33564569150726
32441,50,5207,8,Terminated,25245,25309,64,75,1.33564569150726
32858,25,5345,3,Terminated,29650,29691,41,100,0.5404705821447979
32853,29,5345,3,Terminated,29650,29692,42,100,0.5404705821447979
32859,37,5345,3,Terminated,29650,29702,52,100,0.5404705821447979
33957,23,5546,8,Terminated,51849,51931,82,100,0.275412212357311
34466,15,5652,12,Terminated,3649,3720,71,100,0.5404705821447979
34467,17,5652,12,Terminated,3649,3844,195,100,0.5404705821447979
34979,41,5711,3,Terminated,13378,13507,129,100,0.5404705821447979
34981,41,5711,3,Terminated,13378,13486,108,100,0.5404705821447979
34975,40,5711,3,Terminated,13378,13480,102,100,0.5404705821447979
34980,41,5711,3,Terminated,13378,13486,108,100,0.5404705821447979
35068,57,5723,3,Terminated,15546,15574,28,100,0.5404705821447979
35067,19,5723,3,Terminated,15546,15575,29,100,0.5404705821447979
35065,56,5723,3,Terminated,15546,15574,28,100,0.5404705821447979
35069,79,5723,3,Terminated,15546,15576,30,100,0.5404705821447979
35064,79,5723,3,Terminated,15546,15575,29,100,0.5404705821447979
35063,59,5723,3,Terminated,15546,15574,28,100,0.5404705821447979
36396,31,5969,8,Terminated,29171,29299,128,100,0.275412212357311
36666,61,6032,12,Terminated,26766,26844,78,100,0.5404705821447979
36669,20,6032,12,Terminated,26766,26807,41,100,0.5404705821447979
36667,25,6032,12,Terminated,26766,26808,42,100,0.5404705821447979
36668,15,6032,12,Terminated,26766,26813,47,100,0.5404705821447979
36797,45,6069,8,Terminated,35710,35795,85,100,0.5404705821447979
36792,47,6069,8,Terminated,35710,35820,110,100,0.5404705821447979
36844,22,6075,10,Terminated,38375,38408,33,100,0.275412212357311
37023,74,6115,3,Terminated,53318,53430,112,100,0.275412212357311
37024,12,6115,3,Terminated,53318,53350,32,100,0.275412212357311
37032,25,6116,12,Terminated,53550,53572,22,100,0.5404705821447979
37030,25,6116,12,Terminated,53550,53572,22,100,0.5404705821447979
37026,25,6116,12,Terminated,53550,53571,21,100,0.5404705821447979
37031,25,6116,12,Terminated,53550,53571,21,100,0.5404705821447979
37029,25,6116,12,Terminated,53550,53572,22,100,0.5404705821447979
37257,55,6179,10,Terminated,6003,6052,49,100,0.5404705821447979
37256,54,6179,10,Terminated,6003,6046,43,100,0.5404705821447979
37258,55,6179,10,Terminated,6003,6054,51,100,0.5404705821447979
37397,67,6199,3,Terminated,27582,27642,60,100,0.5404705821447979
37398,67,6199,3,Terminated,27582,27640,58,100,0.5404705821447979
37396,67,6199,3,Terminated,27582,27632,50,100,0.5404705821447979
37427,76,6204,10,Terminated,35575,35621,46,100,0.5404705821447979
37428,77,6204,10,Terminated,35575,35629,54,100,0.5404705821447979
37429,77,6204,10,Terminated,35575,35629,54,100,0.5404705821447979
37626,15,6236,8,Terminated,47678,47852,174,100,0.275412212357311
39223,11,6538,8,Terminated,42333,42413,80,100,0.5404705821447979
40690,100,6877,10,Terminated,3264,3286,22,100,0.5404705821447979
40698,100,6879,3,Terminated,3358,3400,42,100,0.5404705821447979
59865,87,9085,3,Terminated,24124,24170,46,75,1.33564569150726
60143,13,9109,12,Terminated,32440,32480,40,100,0.5404705821447979
60142,35,9109,12,Terminated,32440,32475,35,100,0.5404705821447979
60144,13,9109,12,Terminated,32440,32476,36,100,0.5404705821447979
