task_name,instance_num,job_name,task_type,status,start_time,end_time,duration,plan_cpu,plan_mem
60147,15,9110,10,Terminated,36057,36104,47,100,0.5404705821447979
60146,15,9110,10,Terminated,36057,36117,60,100,0.5404705821447979
60145,40,9110,10,Terminated,36057,36102,45,100,0.5404705821447979
60156,19,9113,3,Terminated,43230,43292,62,100,0.5404705821447979
60159,17,9113,3,Terminated,43230,43290,60,100,0.5404705821447979
60157,48,9113,3,Terminated,43230,43284,54,100,0.5404705821447979
60808,87,9390,12,Terminated,10060,10174,114,100,0.5404705821447979
60807,87,9390,12,Terminated,10060,10145,85,100,0.5404705821447979
60831,10,9396,12,Terminated,17812,17933,121,100,0.275412212357311
61253,71,9489,10,Terminated,2370,2409,39,100,0.5404705821447979
61256,38,9489,10,Terminated,2370,2390,20,100,0.5404705821447979
61257,11,9489,10,Terminated,2370,2422,52,100,0.5404705821447979
61255,32,9489,10,Terminated,2370,2403,33,100,0.5404705821447979
61254,83,9489,10,Terminated,2370,2432,62,100,0.5404705821447979
61413,11,9514,3,Terminated,19603,19660,57,100,0.5404705821447979
61410,83,9514,3,Terminated,19603,19668,65,100,0.5404705821447979
61411,32,9514,3,Terminated,19603,19653,50,100,0.5404705821447979
61409,71,9514,3,Terminated,19603,19659,56,100,0.5404705821447979
61549,21,9542,10,Terminated,2478,2531,53,100,1.6007040612947399
61594,89,9549,8,Terminated,2779,2806,27,100,0.5404705821447979
62649,43,9613,3,Terminated,8908,8990,82,100,0.5404705821447979
62953,10,9648,12,Terminated,6396,6574,178,100,0.275412212357311
63405,67,9754,10,Terminated,10922,10984,62,100,0.5404705821447979
63401,77,9754,10,Terminated,10922,11102,180,100,0.5404705821447979
63404,67,9754,10,Terminated,10922,10974,52,100,0.5404705821447979
64114,10,10222,12,Terminated,15191,15253,62,100,0.5404705821447979
64112,85,10222,12,Terminated,15191,15231,40,100,0.5404705821447979
64113,95,10222,12,Terminated,15191,15346,155,100,0.5404705821447979
64256,53,10262,3,Terminated,787,926,139,100,0.5404705821447979
64791,75,10402,8,Terminated,22181,22261,80,55,1.6007040612947399
64890,15,10420,12,Terminated,54873,54902,29,100,0.5404705821447979
64892,13,10420,12,Terminated,54873,54897,24,100,0.5404705821447979
64893,15,10420,12,Terminated,54873,54908,35,100,0.5404705821447979
64950,17,10444,3,Terminated,55952,55994,42,100,0.5404705821447979
64952,15,10444,3,Terminated,55952,55987,35,100,0.5404705821447979
64953,17,10444,3,Terminated,55952,55999,47,100,0.5404705821447979
65083,13,10495,8,Terminated,58799,58827,28,100,0.5404705821447979
65080,13,10495,8,Terminated,58799,58820,21,100,0.5404705821447979
65090,13,10499,12,Terminated,58955,58976,21,100,0.5404705821447979
65093,13,10499,12,Terminated,58955,58984,29,100,0.5404705821447979
65640,23,10611,12,Terminated,31164,31263,99,100,0.5404705821447979
65633,25,10611,12,Terminated,31164,31262,98,100,0.5404705821447979
65638,25,10611,12,Terminated,31164,31263,99,100,0.5404705821447979
65632,23,10611,12,Terminated,31164,31262,98,100,0.5404705821447979
69502,16,11379,12,Terminated,23333,23459,126,100,0.5404705821447979
69506,23,11379,12,Terminated,23333,23454,121,100,0.5404705821447979
69504,23,11379,12,Terminated,23333,23466,133,100,0.5404705821447979
69505,23,11379,12,Terminated,23333,23461,128,100,0.5404705821447979
69503,23,11379,12,Terminated,23333,23461,128,100,0.5404705821447979
70718,26,11634,3,Terminated,49956,50143,187,100,0.275412212357311
70729,30,11637,3,Terminated,49982,50155,173,100,0.275412212357311
71199,88,11732,10,Terminated,34904,34926,22,100,0.5404705821447979
71200,89,11732,10,Terminated,34904,34931,27,100,0.5404705821447979
71197,93,11732,10,Terminated,34904,34996,92,100,0.5404705821447979
71300,85,11759,8,Terminated,1657,1688,31,100,0.5404705821447979
71421,97,11769,3,Terminated,1967,2009,42,100,0.5404705821447979
71426,61,11769,3,Terminated,1967,2001,34,100,0.5404705821447979
71429,10,11769,3,Terminated,1967,2002,35,100,0.5404705821447979
71475,10,11771,3,Terminated,3737,3774,37,100,0.5404705821447979
71472,61,11771,3,Terminated,3737,3773,36,100,0.5404705821447979
71467,97,11771,3,Terminated,3737,3776,39,100,0.5404705821447979
72306,10,11819,8,Terminated,54995,55031,36,100,0.5404705821447979
72305,25,11819,8,Terminated,54995,55035,40,100,0.5404705821447979
72302,33,11819,8,Terminated,54995,55039,44,100,0.5404705821447979
73184,29,11926,8,Terminated,37787,37861,74,100,0.5404705821447979
73191,14,11926,8,Terminated,37787,37829,42,100,0.5404705821447979
73185,31,11926,8,Terminated,37787,37862,75,100,0.5404705821447979
73197,15,11926,8,Terminated,37787,37850,63,100,0.5404705821447979
73195,29,11926,8,Terminated,37787,37861,74,100,0.5404705821447979
73441,19,11957,12,Terminated,58499,58569,70,100,0.5404705821447979
73445,89,11957,12,Terminated,58499,58527,28,100,0.5736028783682341
73676,73,11984,8,Terminated,19805,19863,58,100,0.5404705821447979
73674,13,11984,8,Terminated,19805,19845,40,100,0.5404705821447979
73680,13,11984,8,Terminated,19805,19835,30,100,0.5404705821447979
73673,13,11984,8,Terminated,19805,19843,38,100,0.5404705821447979
74621,37,12074,3,Terminated,4332,4397,65,100,0.5404705821447979
74623,35,12074,3,Terminated,4332,4390,58,100,0.5404705821447979
74624,37,12074,3,Terminated,4332,4399,67,100,0.5404705821447979
74625,37,12074,3,Terminated,4332,4400,68,100,0.5404705821447979
74744,23,12094,3,Terminated,14879,15045,166,100,0.5404705821447979
74747,21,12094,3,Terminated,14879,14950,71,100,0.5404705821447979
74750,21,12094,3,Terminated,14879,15010,131,100,0.5404705821447979
74745,25,12094,3,Terminated,14879,15046,167,100,0.5736028783682341
74752,25,12094,3,Terminated,14879,15046,167,100,0.5736028783682341
74916,88,12111,10,Terminated,18020,18055,35,100,0.5404705821447979
74963,46,12117,10,Terminated,18217,18329,112,100,0.5404705821447979
78802,11,12661,10,Terminated,54530,54552,22,100,0.275412212357311
79130,11,12686,12,Terminated,57877,57904,27,100,0.5404705821447979
80412,37,12929,10,Terminated,15826,15893,67,100,0.5404705821447979
606,21,105,10,Terminated,52297,52493,196,100,0.275412212357311
1279,50,217,12,Terminated,32523,32547,24,100,0.5404705821447979
1952,15,375,8,Terminated,51754,51887,133,100,0.5404705821447979
1950,13,375,8,Terminated,51755,51806,51,100,0.5404705821447979
1948,43,375,8,Terminated,51754,51873,119,100,0.5404705821447979
1954,13,375,8,Terminated,51755,51813,58,100,0.5404705821447979
1951,29,375,8,Terminated,51754,51938,184,100,0.5404705821447979
2640,26,512,12,Terminated,30763,30917,154,55,0.9271866021277142
3163,51,596,3,Terminated,24011,24054,43,100,0.5404705821447979
3326,51,641,12,Terminated,43430,43464,34,100,0.5404705821447979
3342,51,646,10,Terminated,45473,45522,49,100,0.5404705821447979
5149,18,991,10,Terminated,18824,18845,21,100,0.5404705821447979
5712,25,1025,3,Terminated,16173,16314,141,100,0.5404705821447979
5713,25,1025,3,Terminated,16173,16353,180,100,0.5404705821447979
5711,70,1025,3,Terminated,16173,16262,89,100,0.5404705821447979
8555,11,1513,3,Terminated,35817,35971,154,100,0.275412212357311
9917,24,1812,8,Terminated,22869,22917,48,100,0.275412212357311
10016,11,1827,8,Terminated,5480,5542,62,100,0.5404705821447979
10017,23,1827,8,Terminated,5480,5544,64,100,0.5404705821447979
10221,11,1858,8,Terminated,22797,22841,44,100,0.5404705821447979
10222,23,1858,8,Terminated,22797,22843,46,100,0.5404705821447979
11135,45,1970,8,Terminated,23410,23521,111,60,0.8024227991613381
11334,31,2009,8,Terminated,6572,6600,28,100,0.5404705821447979
11336,35,2009,8,Terminated,6572,6600,28,100,0.5404705821447979
11331,90,2009,8,Terminated,6572,6598,26,100,1.6007040612947399
11330,35,2009,8,Terminated,6572,6600,28,100,0.5404705821447979
11339,53,2010,12,Terminated,8340,8525,185,100,0.5404705821447979
11448,13,2022,12,Terminated,14212,14238,26,100,0.5404705821447979
11454,13,2023,10,Terminated,14335,14366,31,100,0.5404705821447979
11456,83,2023,10,Terminated,14335,14359,24,100,0.5404705821447979
11754,25,2084,8,Terminated,36075,36171,96,100,0.5404705821447979
11753,23,2084,8,Terminated,36075,36170,95,100,0.5404705821447979
11761,43,2086,12,Terminated,37880,37967,87,100,0.5404705821447979
11762,45,2086,12,Terminated,37880,37968,88,100,0.5404705821447979
11769,31,2088,12,Terminated,39678,39781,103,100,0.5404705821447979
11770,33,2088,12,Terminated,39678,39781,103,100,0.5404705821447979
11782,61,2091,10,Terminated,42446,42548,102,100,0.5404705821447979
11781,59,2091,10,Terminated,42446,42548,102,100,0.5404705821447979
11786,31,2092,10,Terminated,43290,43442,152,100,0.5404705821447979
11785,29,2092,10,Terminated,43290,43441,151,100,0.5404705821447979
11789,37,2093,3,Terminated,44176,44271,95,100,0.5404705821447979
11790,39,2093,3,Terminated,44176,44272,96,100,0.5404705821447979
11825,45,2102,8,Terminated,52272,52444,172,100,0.5404705821447979
11826,47,2102,8,Terminated,52272,52445,173,100,0.5404705821447979
11933,11,2139,8,Terminated,5513,5540,27,100,1.63383635751818
11939,11,2139,8,Terminated,5513,5540,27,100,0.5404705821447979
12001,25,2146,12,Terminated,5999,6035,36,100,0.5404705821447979
12014,33,2146,12,Terminated,5999,6040,41,100,0.5404705821447979
12002,33,2146,12,Terminated,5999,6039,40,100,0.5404705821447979
12007,24,2146,12,Terminated,5999,6030,31,100,0.5404705821447979
12013,25,2146,12,Terminated,5999,6037,38,100,0.5404705821447979
12000,61,2146,12,Terminated,5999,6041,42,100,0.5736028783682341
12079,73,2150,3,Terminated,20369,20512,143,100,0.5404705821447979
12077,29,2150,3,Terminated,20369,20461,92,100,0.5404705821447979
12074,73,2150,3,Terminated,20369,20509,140,100,0.5404705821447979
12073,43,2150,3,Terminated,20369,20493,124,100,0.5404705821447979
12078,29,2150,3,Terminated,20369,20475,106,100,0.5404705821447979
12793,13,2240,12,Terminated,46865,46893,28,100,0.5404705821447979
12794,15,2240,12,Terminated,46865,46899,34,100,0.5404705821447979
13337,11,2334,12,Terminated,2318,2361,43,100,0.5404705821447979
13377,11,2338,3,Terminated,2624,2652,28,100,0.5404705821447979
13503,11,2354,3,Terminated,3774,3811,37,100,0.5404705821447979
13781,11,2392,12,Terminated,6383,6415,32,100,0.5404705821447979
13907,11,2407,12,Terminated,7097,7129,32,100,0.5404705821447979
14368,11,2462,10,Terminated,10961,11003,42,100,0.5404705821447979
15269,11,2577,3,Terminated,18188,18228,40,100,0.5404705821447979
15321,11,2583,3,Terminated,19043,19080,37,100,0.5404705821447979
16089,57,2664,12,Terminated,25236,25257,21,100,0.5404705821447979
16095,57,2664,12,Terminated,25236,25261,25,100,0.5404705821447979
16514,11,2716,3,Terminated,29819,29858,39,100,0.5404705821447979
16672,11,2735,3,Terminated,31406,31445,39,100,0.5404705821447979
16984,11,2772,8,Terminated,34090,34141,51,100,0.5404705821447979
17273,93,2810,12,Terminated,36114,36148,34,100,1.07058732171977
18143,13,2920,8,Terminated,44044,44097,53,100,0.5404705821447979
18144,15,2920,8,Terminated,44044,44106,62,100,0.5404705821447979
18488,11,2959,8,Terminated,46921,46965,44,100,0.5404705821447979
18490,17,2959,8,Terminated,46921,46981,60,100,0.5404705821447979
18489,15,2959,8,Terminated,46921,46973,52,100,0.5404705821447979
18545,11,2965,10,Terminated,47628,47666,38,100,0.5404705821447979
18546,15,2965,10,Terminated,47628,47672,44,100,0.5404705821447979
18547,17,2965,10,Terminated,47628,47679,51,100,0.5404705821447979
18658,11,2978,12,Terminated,48504,48548,44,100,0.5404705821447979
18874,17,3002,3,Terminated,50322,50382,60,100,0.5404705821447979
18873,15,3002,3,Terminated,50322,50374,52,100,0.5404705821447979
18872,11,3002,3,Terminated,50322,50366,44,100,0.5404705821447979
19227,13,3041,10,Terminated,53015,53060,45,100,0.5404705821447979
19226,11,3041,10,Terminated,53015,53054,39,100,0.5404705821447979
19249,11,3043,3,Terminated,53183,53227,44,100,0.5404705821447979
19250,13,3043,3,Terminated,53183,53234,51,100,0.5404705821447979
19323,47,3051,3,Terminated,53253,53286,33,100,0.5404705821447979
19318,63,3051,3,Terminated,53253,53283,30,100,0.5404705821447979
19317,47,3051,3,Terminated,53253,53279,26,100,0.5404705821447979
19326,63,3051,3,Terminated,53253,53289,36,100,0.5404705821447979
19353,13,3056,12,Terminated,53945,53983,38,100,0.5404705821447979
19355,19,3056,12,Terminated,53945,53996,51,100,0.5404705821447979
19354,17,3056,12,Terminated,53945,53989,44,100,0.5404705821447979
19352,11,3056,12,Terminated,53945,53977,32,100,0.5404705821447979
19540,49,3076,10,Terminated,55039,55062,23,100,0.5404705821447979
19549,65,3076,10,Terminated,55039,55071,32,100,0.5404705821447979
19546,49,3076,10,Terminated,55039,55068,29,100,0.5404705821447979
19541,65,3076,10,Terminated,55039,55065,26,100,0.5404705821447979
19633,11,3088,12,Terminated,55915,55949,34,100,0.5404705821447979
19634,13,3088,12,Terminated,55915,55955,40,100,0.5404705821447979
19635,19,3088,12,Terminated,55915,55963,48,100,0.5404705821447979
19636,21,3088,12,Terminated,55915,55971,56,100,0.5404705821447979
19958,95,3131,10,Terminated,58504,58558,54,100,1.07058732171977
20173,86,3166,8,Terminated,2350,2386,36,100,0.5404705821447979
20172,86,3166,8,Terminated,2350,2386,36,100,0.5404705821447979
20364,50,3221,12,Terminated,24043,24204,161,100,0.5404705821447979
20993,19,3420,12,Terminated,14281,14472,191,100,0.275412212357311
21346,24,3489,3,Terminated,2564,2749,185,100,0.275412212357311
21420,34,3510,3,Terminated,4596,4723,127,100,0.275412212357311
31483,93,5032,3,Terminated,6027,6076,49,100,0.5404705821447979
31487,41,5032,3,Terminated,6027,6074,47,100,0.5404705821447979
31485,41,5032,3,Terminated,6027,6073,46,100,0.5736028783682341
31488,41,5032,3,Terminated,6027,6074,47,100,0.5404705821447979
31837,23,5075,8,Terminated,25787,25810,23,100,0.5404705821447979
31826,12,5075,8,Terminated,25786,25980,194,100,0.5404705821447979
32131,11,5122,10,Terminated,55036,55149,113,100,0.5404705821447979
32127,13,5122,10,Terminated,55035,55214,179,100,0.5404705821447979
32174,62,5131,8,Terminated,11091,11284,193,100,0.5404705821447979
32175,63,5131,8,Terminated,11091,11291,200,100,0.5404705821447979
32187,63,5133,3,Terminated,14696,14788,92,100,0.5404705821447979
32186,62,5133,3,Terminated,14696,14781,85,100,0.5404705821447979
32327,63,5169,8,Terminated,4924,4969,45,75,1.8657624310822298
32371,29,5184,12,Terminated,5815,5882,67,75,1.33564569150726
32432,12,5204,8,Terminated,21927,21999,72,75,1.6007040612947399
32438,12,5206,8,Terminated,21946,22022,76,75,1.6007040612947399
32453,47,5211,8,Terminated,28859,28980,121,75,1.07058732171977
32523,45,5229,10,Terminated,2573,2686,113,100,1.07058732171977
33142,48,5426,10,Terminated,7131,7299,168,100,0.275412212357311
34491,87,5655,12,Terminated,4937,4974,37,100,0.5404705821447979
34490,87,5655,12,Terminated,4937,4968,31,100,0.5404705821447979
35799,15,5826,10,Terminated,51531,51636,105,100,0.5404705821447979
35993,13,5857,10,Terminated,4256,4354,98,100,0.5404705821447979
35992,33,5857,10,Terminated,4256,4330,74,100,0.5404705821447979
37353,10,6195,8,Terminated,24513,24689,176,100,0.275412212357311
38001,33,6289,10,Terminated,33023,33065,42,100,0.5404705821447979
38003,97,6289,10,Terminated,33023,33070,47,100,0.5404705821447979
37999,97,6289,10,Terminated,33023,33059,36,100,0.5404705821447979
38000,33,6289,10,Terminated,33023,33064,41,100,0.5404705821447979
38002,97,6289,10,Terminated,33023,33070,47,100,0.5404705821447979
38287,13,6320,12,Terminated,38420,38457,37,100,0.5404705821447979
38280,13,6320,12,Terminated,38420,38448,28,100,0.5404705821447979
40331,11,6800,8,Terminated,55018,55100,82,100,0.5404705821447979
40341,11,6802,12,Terminated,55051,55135,84,100,0.5404705821447979
40470,11,6831,3,Terminated,55703,55791,88,100,0.5404705821447979
40579,67,6854,10,Terminated,-16,57,73,100,0.5404705821447979
40580,59,6854,10,Terminated,-16,32,48,100,0.5404705821447979
60904,94,9409,12,Terminated,1820,1971,151,100,0.5404705821447979
61488,23,9531,3,Terminated,2046,2070,24,100,0.5404705821447979
61483,23,9531,3,Terminated,2046,2069,23,100,0.5404705821447979
61485,77,9531,3,Terminated,2046,2082,36,100,0.5404705821447979
61482,15,9531,3,Terminated,2046,2080,34,100,0.5404705821447979
61487,15,9531,3,Terminated,2046,2081,35,100,0.5404705821447979
62049,93,9580,10,Terminated,7280,7315,35,100,0.5404705821447979
62045,92,9580,10,Terminated,7280,7313,33,100,0.5404705821447979
62161,87,9592,10,Terminated,8100,8132,32,100,0.5404705821447979
62158,61,9592,10,Terminated,8100,8131,31,100,0.5404705821447979
62157,87,9592,10,Terminated,8100,8132,32,100,0.5404705821447979
62156,65,9592,10,Terminated,8100,8130,30,100,0.5404705821447979
62160,21,9592,10,Terminated,8100,8132,32,100,0.5404705821447979
62832,21,9632,12,Terminated,13114,13230,116,100,0.5736028783682341
62833,23,9632,12,Terminated,13114,13264,150,100,0.5736028783682341
62831,15,9632,12,Terminated,13114,13197,83,100,0.5404705821447979
63992,77,10197,8,Terminated,36090,36259,169,100,0.5404705821447979
64671,71,10350,3,Terminated,25244,25380,136,70,1.33564569150726
64699,64,10361,12,Terminated,36039,36207,168,70,1.33564569150726
64715,59,10369,10,Terminated,43231,43387,156,70,1.33564569150726
64767,70,10395,12,Terminated,57640,57713,73,65,1.6007040612947399
64777,69,10400,10,Terminated,57645,57729,84,75,1.33564569150726
64895,15,10422,8,Terminated,54967,54991,24,100,0.5404705821447979
64898,15,10422,8,Terminated,54967,54996,29,100,0.5404705821447979
64918,15,10430,8,Terminated,55322,55350,28,100,0.5404705821447979
64915,15,10430,8,Terminated,55322,55344,22,100,0.5404705821447979
64945,13,10442,8,Terminated,55853,55886,33,100,0.5404705821447979
64948,13,10442,8,Terminated,55853,55891,38,100,0.5404705821447979
64947,11,10442,8,Terminated,55853,55879,26,100,0.5404705821447979
64963,15,10448,12,Terminated,56524,56556,32,100,0.5404705821447979
64960,15,10448,12,Terminated,56524,56549,25,100,0.5404705821447979
64973,17,10452,8,Terminated,56696,56725,29,100,0.5404705821447979
64970,17,10452,8,Terminated,56696,56719,23,100,0.5404705821447979
64998,13,10462,10,Terminated,57097,57125,28,100,0.5404705821447979
64995,13,10462,10,Terminated,57097,57118,21,100,0.5404705821447979
65033,13,10476,12,Terminated,57714,57743,29,100,0.5404705821447979
65030,13,10476,12,Terminated,57714,57737,23,100,0.5404705821447979
65098,13,10501,8,Terminated,59039,59066,27,100,0.5404705821447979
65095,13,10501,8,Terminated,59039,59060,21,100,0.5404705821447979
65110,13,10507,10,Terminated,59279,59303,24,100,0.5404705821447979
65113,13,10507,10,Terminated,59279,59309,30,100,0.5404705821447979
65125,13,10513,12,Terminated,59527,59548,21,100,0.5404705821447979
65128,13,10513,12,Terminated,59527,59555,28,100,0.5404705821447979
65659,30,10615,12,Terminated,7472,7495,23,40,0.410012165765019
65661,31,10615,12,Terminated,7472,7539,67,40,1.6007040612947399
65660,31,10615,12,Terminated,7472,7517,45,40,1.6007040612947399
66408,47,10732,12,Terminated,46165,46256,91,100,0.5404705821447979
66407,23,10732,12,Terminated,46165,46249,84,100,0.5404705821447979
67035,19,10884,12,Terminated,35159,35308,149,100,0.275412212357311
67284,15,10925,3,Terminated,20557,20673,116,100,0.5404705821447979
67279,15,10925,3,Terminated,20557,20673,116,100,0.5404705821447979
67990,17,11079,3,Terminated,15922,16052,130,100,0.275412212357311
69277,25,11330,12,Terminated,1598,1645,47,100,0.5404705821447979
69283,59,11330,12,Terminated,1598,1704,106,100,0.5404705821447979
69279,29,11330,12,Terminated,1598,1675,77,100,0.5404705821447979
69280,23,11330,12,Terminated,1598,1645,47,100,0.5404705821447979
69718,85,11415,10,Terminated,27969,28137,168,100,0.5404705821447979
69717,85,11415,10,Terminated,27969,28116,147,100,0.5404705821447979
70860,27,11663,10,Terminated,51704,51750,46,100,0.5404705821447979
70881,27,11666,10,Terminated,51710,51778,68,100,0.5404705821447979
70923,27,11672,10,Terminated,51710,51823,113,100,0.5404705821447979
71449,61,11770,10,Terminated,2827,2864,37,100,0.5404705821447979
71452,10,11770,10,Terminated,2827,2864,37,100,0.5404705821447979
71444,97,11770,10,Terminated,2827,2869,42,100,0.5404705821447979
72252,10,11817,12,Terminated,53185,53222,37,100,0.5404705821447979
72251,25,11817,12,Terminated,53185,53224,39,100,0.5404705821447979
72248,33,11817,12,Terminated,53185,53227,42,100,0.5404705821447979
73070,77,11915,10,Terminated,32099,32255,156,100,0.275412212357311
73245,21,11930,3,Terminated,38437,38460,23,100,0.5404705821447979
73244,100,11930,3,Terminated,38437,38474,37,100,0.5404705821447979
73422,21,11955,3,Terminated,58331,58392,61,100,0.5404705821447979
73585,39,11973,8,Terminated,4811,4835,24,100,0.5404705821447979
73587,39,11973,8,Terminated,4811,4850,39,100,0.5404705821447979
73709,53,11986,10,Terminated,19831,19877,46,100,0.5404705821447979
73869,31,11993,10,Terminated,20211,20234,23,100,0.5404705821447979
74645,15,12078,10,Terminated,7002,7195,193,100,0.5404705821447979
74643,14,12078,10,Terminated,7002,7033,31,100,0.5404705821447979
74640,31,12078,10,Terminated,7002,7198,196,100,0.5404705821447979
74642,14,12078,10,Terminated,7002,7188,186,100,0.5404705821447979
74646,63,12079,8,Terminated,8087,8279,192,100,0.5404705821447979
74650,51,12079,8,Terminated,8087,8182,95,100,0.5404705821447979
74753,11,12095,12,Terminated,15274,15468,194,100,0.5404705821447979
74800,17,12101,3,Terminated,16521,16563,42,100,0.5404705821447979
74799,35,12101,3,Terminated,16521,16553,32,100,0.5404705821447979
74796,45,12101,3,Terminated,16521,16552,31,100,0.5404705821447979
74802,43,12101,3,Terminated,16521,16678,157,100,0.5404705821447979
74795,61,12101,3,Terminated,16521,16710,189,100,0.5404705821447979
74814,14,12103,3,Terminated,16547,16657,110,100,0.5404705821447979
74817,11,12103,3,Terminated,16547,16580,33,100,0.5404705821447979
74820,15,12103,3,Terminated,16547,16718,171,100,0.5404705821447979
74926,95,12112,12,Terminated,18078,18132,54,100,0.5404705821447979
74925,19,12112,12,Terminated,18078,18106,28,100,0.5404705821447979
74931,16,12112,12,Terminated,18078,18099,21,100,0.5404705821447979
74929,44,12112,12,Terminated,18078,18116,38,100,0.5404705821447979
74932,75,12112,12,Terminated,18078,18130,52,100,0.5404705821447979
78992,13,12677,3,Terminated,56730,56780,50,100,0.5404705821447979
78991,11,12677,3,Terminated,56730,56772,42,100,0.5404705821447979
707,25,125,12,Terminated,22633,22759,126,100,0.5404705821447979
706,71,125,12,Terminated,22633,22758,125,100,0.5404705821447979
991,49,178,8,Terminated,24167,24218,51,40,0.8008697227758651
1832,53,360,8,Terminated,29716,29846,130,55,0.9214919887143109
1837,69,360,8,Terminated,29716,29817,101,75,1.6007040612947399
1834,34,360,8,Terminated,29716,29773,57,75,1.33564569150726
1935,11,373,3,Terminated,51266,51434,168,40,0.417259855563896
1988,11,382,10,Terminated,53966,53997,31,65,1.33564569150726
1984,53,382,10,Terminated,53966,54087,121,70,0.923045065099785
1989,69,382,10,Terminated,53966,54140,174,75,1.6007040612947399
1986,34,382,10,Terminated,53966,54099,133,70,1.33564569150726
2091,55,403,8,Terminated,12326,12360,34,100,0.5404705821447979
2163,74,419,8,Terminated,19069,19177,108,40,0.7874097274350941
2258,11,435,3,Terminated,27578,27748,170,40,1.6007040612947399
2918,16,551,3,Terminated,34893,35050,157,100,0.275412212357311
3247,51,620,3,Terminated,34534,34628,94,100,0.5404705821447979
3275,51,628,10,Terminated,37793,37831,38,100,0.5404705821447979
5722,32,1028,12,Terminated,17573,17622,49,100,0.5404705821447979
5723,33,1028,12,Terminated,17573,17625,52,100,0.5404705821447979
8235,13,1423,3,Terminated,1613,1711,98,100,0.275412212357311
8280,10,1433,10,Terminated,2951,3140,189,100,0.275412212357311
8547,76,1510,12,Terminated,33821,33879,58,100,0.5404705821447979
8705,20,1566,8,Terminated,6380,6493,113,100,0.275412212357311
10556,14,1903,3,Terminated,54536,54646,110,100,0.5404705821447979
11147,26,1974,8,Terminated,35121,35178,57,100,0.5404705821447979
11159,30,1977,10,Terminated,38486,38598,112,100,0.5404705821447979
11162,60,1978,10,Terminated,40281,40407,126,100,0.5404705821447979
11718,11,2075,8,Terminated,27970,28039,69,100,0.5404705821447979
11726,11,2077,8,Terminated,29762,29844,82,100,0.5404705821447979
11749,43,2083,8,Terminated,35395,35500,105,100,0.5404705821447979
11750,45,2083,8,Terminated,35395,35503,108,100,0.5404705821447979
11798,55,2095,3,Terminated,45969,46070,101,100,0.5404705821447979
11797,53,2095,3,Terminated,45969,46067,98,100,0.5404705821447979
11838,39,2105,10,Terminated,55053,55139,86,100,0.5404705821447979
11837,37,2105,10,Terminated,55053,55139,86,100,0.5404705821447979
11846,57,2107,10,Terminated,56763,56849,86,100,0.5404705821447979
11845,55,2107,10,Terminated,56763,56847,84,100,0.5404705821447979
11949,11,2140,3,Terminated,5558,5600,42,100,0.5404705821447979
11950,11,2140,3,Terminated,5558,5603,45,100,1.6007040612947399
11943,11,2140,3,Terminated,5558,5592,34,100,1.63383635751818
12760,15,2238,12,Terminated,39690,39719,29,100,0.5404705821447979
12759,13,2238,12,Terminated,39690,39716,26,100,0.5404705821447979
12844,13,2243,3,Terminated,57664,57686,22,100,0.5404705821447979
12845,15,2243,3,Terminated,57664,57688,24,100,0.5404705821447979
13167,15,2312,10,Terminated,-80,-33,47,100,0.5404705821447979
13158,15,2312,10,Terminated,-80,-42,38,100,0.5404705821447979
13148,27,2312,10,Terminated,-80,1,81,100,0.5404705821447979
13147,25,2312,10,Terminated,-80,-7,73,100,0.5404705821447979
13145,17,2312,10,Terminated,-80,-24,56,100,0.5404705821447979
13146,19,2312,10,Terminated,-80,-15,65,100,0.5404705821447979
13543,11,2359,3,Terminated,4430,4460,30,100,0.5404705821447979
14411,11,2467,8,Terminated,11657,11694,37,100,0.5404705821447979
14820,11,2515,3,Terminated,14320,14356,36,100,0.5404705821447979
15114,83,2553,12,Terminated,17098,17203,105,100,1.07058732171977
16006,11,2654,10,Terminated,24384,24421,37,100,0.5404705821447979
17668,11,2858,3,Terminated,39881,39934,53,100,0.5404705821447979
17669,13,2858,3,Terminated,39881,39943,62,100,0.5404705821447979
17706,13,2862,8,Terminated,40432,40475,43,100,0.5404705821447979
17707,15,2862,8,Terminated,40432,40484,52,100,0.5404705821447979
17813,15,2874,3,Terminated,41310,41362,52,100,0.5404705821447979
17812,13,2874,3,Terminated,41310,41355,45,100,0.5404705821447979
18743,41,2987,10,Terminated,48718,48738,20,100,0.5404705821447979
18737,41,2987,10,Terminated,48718,48738,20,100,0.5404705821447979
18741,99,2987,10,Terminated,48718,48742,24,100,0.5404705821447979
18815,11,2996,3,Terminated,49594,49636,42,100,0.5404705821447979
18817,17,2996,3,Terminated,49594,49653,59,100,0.5404705821447979
18816,15,2996,3,Terminated,49594,49644,50,100,0.5404705821447979
18948,19,3009,3,Terminated,50481,50506,25,100,0.5404705821447979
18942,55,3009,3,Terminated,50481,50506,25,100,0.5404705821447979
18947,19,3009,3,Terminated,50481,50505,24,100,0.5404705821447979
19617,11,3086,3,Terminated,55909,55947,38,100,0.5404705821447979
19618,13,3086,3,Terminated,55909,55965,56,100,0.5404705821447979
19722,19,3097,3,Terminated,56796,56837,41,100,0.5404705821447979
19723,21,3097,3,Terminated,56796,56844,48,100,0.5404705821447979
19721,13,3097,3,Terminated,56796,56831,35,100,0.5404705821447979
19720,11,3097,3,Terminated,56796,56825,29,100,0.5404705821447979
19930,10,3127,3,Terminated,58446,58479,33,100,0.5404705821447979
