-227.30654503834248,-227.30654503834248,159.23557545810283,810,41,845,912,0.044956140350877194,0.8897140652964864,0.4286055167623114,0.8495556640049017,0.5844347952029025
-218.58505333544076,-222.94579918689163,168.83158051217288,794,43,833,912,0.047149122807017545,0.8863385367670016,0.431121647399659,0.8438317103394847,0.5777166932988292
-226.16461266608758,-224.0187370132903,162.39957882748294,811,29,832,912,0.03179824561403509,0.8959829039941007,0.4324797851422887,0.8340830152742402,0.5803453240319918
-220.92097500653725,-223.24429651160202,156.83158051217313,816,34,839,912,0.03728070175438596,0.8906785020191964,0.42848717428935834,0.8394162184951187,0.5757430421737381
-215.90198413478672,-221.77583403623893,158.05078152298705,811,32,846,912,0.03508771929824561,0.8887496285737765,0.4334339521230037,0.8435331130917362,0.5866011664333077
-218.80857979176108,-221.2812916621593,151.45357377341298,799,47,836,912,0.051535087719298246,0.8882674102124215,0.42989643361436436,0.8509439045376688,0.5761958044359524
-217.69884367323294,-220.76951337802694,150.2555682380028,816,35,840,912,0.03837719298245614,0.8882674102124215,0.4224859288110246,0.8329639754753727,0.582549376985294
-223.94627756595827,-221.16660890151837,150.59156787699783,814,37,837,912,0.04057017543859649,0.8921251571032611,0.4251612227672585,0.8465037536339537,0.5886670826328902
-218.70052021700647,-220.89259904768372,150.14267758420056,814,40,842,912,0.043859649122807015,0.8853741000442916,0.4219759838873968,0.8300757655127549,0.5898172842860443
-226.6299792152435,-221.46633706443967,147.83276636077693,811,41,853,912,0.044956140350877194,0.8901962836578411,0.4286849720080066,0.8310605568611958,0.5895770743157837
-214.9162197619427,-220.87087185512175,145.2722907848465,817,26,845,912,0.02850877192982456,0.8906785020191961,0.42104567192966413,0.847851578226019,0.5867185991110639
-229.408104953205,-221.5823079466287,147.98456619230782,809,39,829,912,0.04276315789473684,0.8988762141622306,0.43371958093475466,0.8517330224101868,0.5844818457074156
-235.8945659038344,-222.68325086641377,150.37895385309363,812,36,834,912,0.039473684210526314,0.8916429387419063,0.4289783374895682,0.8365990913548482,0.5841862495842658
-224.82887810942844,-222.8365099552005,149.50442682488003,788,50,836,912,0.05482456140350877,0.8935718121873262,0.4266034857332548,0.8398105517360442,0.591387304148861
-229.79074207492027,-223.3001254298485,150.1921047481802,812,33,834,912,0.03618421052631579,0.8887496285737765,0.43360414717206114,0.8405988872533117,0.5923195865586784
-215.45961488661567,-222.8100935208965,147.55782103579173,825,22,845,912,0.02412280701754386,0.8897140652964862,0.4284223974772873,0.8356603941468889,0.5819588647872964
-209.39901023900745,-222.02120626902067,147.8045112832053,817,32,847,912,0.03508771929824561,0.8848918816829366,0.4247562504630882,0.8477852444762051,0.5941725187330986
-213.3380595073122,-221.53880922670353,146.560904860493,807,38,848,912,0.041666666666666664,0.8892318469351311,0.42090113671733925,0.8434307778038893,0.5769877894907135
-209.42077051055435,-220.90101771532724,146.15873069280306,816,31,849,912,0.03399122807017544,0.8911607203805513,0.42766654684381106,0.8532338247942987,0.5859158970900721
-214.03906544107417,-220.55792010161457,146.6813744472891,820,32,848,912,0.03508771929824561,0.8858563184056466,0.4357511148131013,0.8334017835401298,0.5864929497768737
-224.52915289206737,-220.74702642496945,146.36852832039554,825,29,849,912,0.03179824561403509,0.8906785020191962,0.4216763094897451,0.8401163618256602,0.5836124738820853
-215.57685769078256,-220.51201875523367,145.89357683648598,810,36,837,912,0.039473684210526314,0.8935718121873261,0.4234563928070071,0.839562164777569,0.5843451149671418
-223.93421253814347,-220.66080978927323,145.9258376461215,800,49,838,912,0.0537280701754386,0.8926073754646162,0.4246008084782446,0.8444796346972224,0.5745215699231799
